production_companies,average rating,average vote,average popularity,release year,userid
Bandai Visual Company|Madhouse|Shochiku Company|Kodansha|Amber Film Works|Shelty,3.1470588235294117,8.0,1.31263,2000,260583
Barry Katz Entertainment|LOLflix|Size Matters,3.0,8.5,0.159446,2015,142253
Curtwel Productions|Tigon,2.375,6.2,1.342408,1967,269098
Sandrew Film & Teater AB,3.3,6.0,0.9322709999999998,1986,200482
Sri Venkateswara Cine Chitra,3.3,5.7,0.9785679999999999,2011,206983
프로덕션M,3.392857142857143,6.200000000000002,3.681251000000001,2005,253986
ANS Production|Greek Film Center|Highway Productions|Eurimages Council of Europe|DTVR Dogan TV Radyo,3.5294117647058822,7.099999999999998,0.844469,2007,265335
Django Film|WoWow,3.5,7.3,0.533016,2012,260317
Dutch Independent,1.0,5.0,0.388282,1948,198355
First Floor Features|Cine II CV,2.6666666666666665,6.3,0.4975490000000001,2002,263856
Nordisk Film|Strix Drama AB,3.5,6.3,0.5288,2012,231746
Paramount Pictures|Wilshire Court Productions|C.N.M. Entertainment Ltd.,2.0,3.5,0.836658,1994,162832
Warner Bros. Animation|Hanna-Barbera|WWE Studios,2.7083333333333335,5.799999999999998,2.590491,2015,279012
Agencja Produkcji Filmowej|Telewizja Polska|Studio Filmowe Zebra,3.6666666666666665,7.3,0.483034,1996,268140
Hrvatska Radiotelevizija (HRT)|Vans|Interfilm,3.0,6.0,0.94711,2010,123100
Imperial PolyFarm Productions,3.4404761904761907,7.0,1.2833970000000006,2013,282808
Sandrews|Norsk Film,3.519607843137255,6.399999999999987,0.47233500000000056,1995,281674
Shemaroo|VB Pictures,3.5357142857142856,6.599999999999999,1.1356439999999997,2010,271113
21 Laps Entertainment|3311 Productions|Story Ink,2.9957627118644066,6.200000000000008,8.645067000000017,2017,282414
Argos Films,3.7,7.700000000000002,2.525216,1950,280978
Aries [jp]|WEVCO Produce Company|Only Hearts Company,2.0625,5.2,0.9883550000000001,2004,275269
Elton Productions,4.0,7.0,0.264033,1925,123100
Happinet Pictures|ARMS,2.8333333333333335,6.3999999999999995,1.7213010000000002,2008,272546
MTV Films,3.1894517696044415,6.707009021512812,8.110124029146451,2010,283126
New Concorde,1.748062015503876,5.0,0.7633730000000011,1990,281438
Palm Pictures,3.0,0.0,0.014839,1998,260317
RKO Pathé Pictures,2.625,4.7,1.8142770000000001,1951,248308
Schweizer Fernsehen|Zweites Deutsches Fernsehen (ZDF)|3Sat,4.0,6.5,0.511713,2010,198869
The Harold Lloyd Corporation,3.5,3.5,0.18969,1930,181198
This Is That Productions|DViant Films,4.0,5.0,0.218838,2011,65153
VideoFilmes|Matizar,3.6,7.4,0.93861,2007,203009
BBC|A&E Television Networks|RTL,3.125,6.6,3.045997,2001,278022
Front Street Productions|Renaissance Films|Warner Bros.,3.1996587030716723,5.7999999999999705,2.127660999999992,2004,283000
GMM Tai Hub (GTH),3.6666666666666665,6.8999999999999995,0.960422,2011,278022
JD Productions|J.S. Productions|Black Dynamite Films|Transfilm International,2.6666666666666665,5.6000000000000005,2.645913,2015,278022
Paramount Pictures|Cruise/Wagner Productions|Vinyl Films|KMP Film Invest,3.1315789473684212,6.100000000000179,11.82080999999984,2005,282911
The Global Asylum,1.2307692307692308,3.0,6.6000169999999985,2010,278022
Unbound Feet Productions,2.25,4.7,4.424429,2012,245339
ACH|Regent Productions|Christopher Filmcapital,2.8333333333333335,3.8000000000000003,0.7765240000000001,2002,165989
Beyond Films,3.325806451612903,6.0,8.75915099999998,2004,282242
Film Workshop,3.3759398496240602,5.899999999999986,2.5877530000000037,2000,280465
Hakuhodo Inc.,0.5,4.5,0.177791,1999,72889
Itami Productions,3.5,8.4,1.027139,1989,260317
Marvel Studios,2.8076923076923075,5.4,4.704712999999999,2013,279012
Sonocam|Lira Films|Fida Cinematografica,3.375,6.900000000000001,2.3496579999999994,1970,262610
WWE Studios,1.9166666666666667,4.096666666666666,4.139999566666666,2015,282172
Československý státní film,3.6,6.7,0.582532,1952,251189
852 Films,2.888888888888889,6.5,3.26531,2010,272546
Coleytown,3.6657303370786516,6.700000000000022,2.3835619999999964,1965,283204
Desert Moon Pictures|Indiesyndicate Productions|JBA Productions,0.5,5.2,0.819109,2009,110527
Paramount Vantage|Kevin Messick Productions|Gary Sanchez Productions,2.8419540229885056,5.399999999999984,4.603800999999985,2009,282374
Screen Gems|Storm King Productions|Animationwerks,2.3372611464968154,4.800000000000123,7.058598999999961,2001,283153
Trimark Pictures|Trimark,2.88,5.099999999999998,1.7532319999999997,1998,282374
Canana Films,3.0625,5.275,0.3677745,2010,240052
Fair Film|Cecchi Gori Group,3.75,6.8999999999999995,2.680601,1970,178517
Ingenious Media|Broad Green Pictures|Miramax,2.701923076923077,5.0,7.4591609999999955,2016,278022
Killer Films|Film4|Number 9 Films,3.5905555555555555,7.300000000000115,8.36420100000012,2015,283000
Mosfilm|Suomi-Filmi,2.9166666666666665,2.0,0.9471920000000005,1959,275269
Tempo Productions Limited|Greenroom Entertainment,3.1875,7.3999999999999995,0.8592769999999998,2017,190417
Tre Vänner Produktion AB,2.5,5.6,0.775202,2013,120249
Vangard Productions|PraxiScope Productions,2.282608695652174,4.0,6.868236999999996,2017,271149
Atlas Independent,3.1176470588235294,6.5,8.093488000000004,2016,257888
Cattleya|Moonstone Entertainment|Hotel Productions,2.4285714285714284,3.5,0.7633389999999997,2001,279277
Columbia Pictures|Amicus Productions,3.033333333333333,5.700000000000002,0.6682810000000002,1967,270412
Couch Potatoe Productions,3.564814814814815,6.5,0.27640099999999995,1995,281519
Eon Productions,3.321547420965058,6.0999999999991825,13.678119999998005,2008,283210
HI Film Productions|Klas Film|Endorfilm,3.606060606060606,7.5,2.214179000000001,2015,268015
Ibermedia|Vía Digital|Instituto Nacional de Cine y Artes Audiovisuales (INCAA)|Tornasol Films|Oscar Kramer S.A.|Cuatro Cabezas|Estudios Darwin|Romikin S.A.|Patricio Tobal|Editorial Capayán|Fundación Octubre|Mandarin Films S.A.|Punto B.S.R.L. Planificación y Medios|Taxi Films,3.4397590361445785,6.39999999999999,2.1699710000000016,2000,278595
Luminous Film & Video Works,2.5,10.0,0.051939,1996,211669
Lumière,2.9782608695652173,7.0,1.9634209999999992,1895,280978
Porchlight Films,3.6927710843373496,6.699999999999906,9.649311999999812,2010,282172
Process Media,2.7222222222222223,5.6000000000000005,4.233209000000001,2017,257888
TriStar Pictures|Stage 6 Films|Sony Pictures Worldwide Acquisitions (SPWA)|TDJ Enterprises / New Dimensions Entertainment|Our Stories Films,3.074074074074074,6.0,2.6642110000000003,2011,280663
Villani Rockhill Productions|Mighty Moments Motion Pictures,0.5,2.3,1.029707,2012,50063
China Star Entertainment|Milky Way Image Company,3.5661764705882355,7.1000000000000085,3.233723999999997,2006,278420
Event Film Distribution,2.7058823529411766,5.1,2.701186,2016,278022
Lighthouse Pictures,3.1538461538461537,6.300000000000004,5.025096999999997,2016,280875
Metropolitan Filmexport|Lion Rock Productions|Showbox,3.7263313609467454,7.099999999999955,7.309903,2009,282454
Rochelle Films|chateau productions|ATC 3000,2.25,6.2,1.400361,1987,271383
Topiary Productions|Green Fuse Films|Imperfect Films|Mystic Artists Films Productions,3.45,5.299999999999999,1.7281080000000002,2017,283000
Twentieth Century Fox Film Corporation|Marv Films|Marvel Entertainment|Constantin Film.|Moving Picture Company (MPC)|TSG Entertainment|Genre Films,2.2096774193548385,4.399999999999993,17.246484999999744,2015,282781
AVCO Embassy Pictures|New Breed Productions,3.1858275520317147,6.5,6.609335999999949,1979,282564
CJ Entertainment,3.75,7.375000000000001,0.9372877499999999,2014,186846
Cannon Films|Golan-Globus Productions,3.5,4.8,0.071829,1985,192134
Dribbling Pictures,2.9,5.0,0.168405,2010,198564
Film and Music Entertainment (F&ME)|Creativity Capital|20 Steps Productions|Brummer & Herzog Filmproduktion,3.6923076923076925,6.4,0.334111,2014,260352
Harbor Productions,3.239130434782609,7.199999999999994,1.3927309999999993,1973,280585
Ithaca Pictures|Anthea,3.345744680851064,6.5,1.323922999999997,1979,282350
Nickelodeon Movies|Paramount Animation,2.293846153846154,5.5999999999999694,9.599033999999968,2003,280018
Odeon Film|Medusa Film|Recorded Picture Company (RPC)|Fiction Films|Navert Film,2.8176470588235296,5.0,0.8160469999999989,2001,279325
Thanasis Vengos Tainies Geliou,4.0,5.0,0.049468,1981,258053
Village Roadshow Pictures|NPV Entertainment|Warner Bros.|Tribeca Productions|Overbrook Entertainment|Material,2.730695596681557,5.300000000000116,4.917862999999866,2002,283195
CCC Filmkunst GmbH|Central Cinema Company Film,1.25,4.5,0.97855,1978,198355
Liberty Films UK|Lunar Industries|Xingu Films|Limelight Fund,4.02085048010974,7.600000000000421,13.336773000000584,2009,283184
Tigon British Film Productions|Chilton Films,3.269230769230769,6.900000000000004,2.221513000000001,1971,271383
A-Mark Entertainment|Zide-Perry Productions|FlipZide Pictures|Project 8 Films|Parallel Media|Voodoo Production Services,2.5416666666666665,5.0,9.837218000000002,2011,278361
Distribution Workshop,2.375,6.4,0.510423,2016,236981
Fida cinematografica|Compagnie Industrielle et Commerciale Cinématographique (CICC)|TC Productions|Filmel,4.012404580152672,7.899999999999848,9.091287999999809,1998,282942
Groundswell Productions|Sycamore Pictures|Sunday Night,3.372093023255814,6.400000000000001,5.723985,2016,275841
Original Film|Phoenix Pictures|Canal+ Droits Audiovisuels,2.170886075949367,4.3999999999999515,12.243528000000397,2000,283095
P.P. Film Polski|La Sept Cinéma|Jock Film,3.8333333333333335,7.5,0.013577,1988,198355
Village Roadshow Pictures|Australian Film Finance Corporation,3.0727272727272728,6.2000000000000055,4.661689000000011,2007,280213
After Dark Films,2.7,5.0,2.391192,2012,268574
Buffalo Gal Pictures|The Safran Company|Gold Circle Films,2.515957446808511,5.1000000000000085,8.950643000000012,2012,279448
Canal+|Compagnie Eric Rohmer (CER),3.2837837837837838,6.5,0.22712800000000039,1995,283116
Centre Street Productions|Streetlight Films,2.8793103448275863,8.0,0.14729500000000006,2000,271178
France Cinéma Productions|Ital-Victoria Films|Consórcio Paulista de Co-Produção,3.0,5.3,0.385288,1962,141955
Nimbus Film Productions,3.142857142857143,5.299999999999999,2.819385571428572,2013,278672
O2 Filmes|VideoFilmes|Wild Bunch|Globo filmes|Lumiere|Hank Levine Film|Lereby Productions,4.184896558122275,8.200000000001486,14.959269999996557,2002,283208
Universal Pictures|Dentsu Inc.|Platinum Dunes|Media Rights Capital|Blumhouse Productions|Fuji Television Network|Hasbro Studios|5150 Action|White Noise Factory,2.364,4.900000000000002,13.28856399999996,2014,282552
Universal TV|Niki Marvin Productions,3.2564102564102564,6.0,1.9633220000000005,1990,275402
Columbia Pictures|Happy Madison Productions|Relativity Media|Alta Loma Entertainment,2.8796198521647307,5.600000000000033,9.920105999999773,2008,283095
France 3 Cinéma|Pan Européenne Production|Versus Production|Radio Télévision Belge Francophone (RTBF)|VOO|BE TV,1.75,5.2,6.618931,2015,198256
Good Film Company|Finecut,3.5833333333333335,6.8999999999999915,5.194433000000003,2013,280978
MACT Productions|Myriad Pictures|Sienna Films|Studio Hamburg International Production (SHIP),2.94,5.5,3.877602999999998,2009,266004
Sony Pictures,2.5,5.5,2.477723,2013,260396
Swargachitra,3.9444444444444446,7.3999999999999995,0.9278860000000001,1993,271113
100 Bares|Haddock Films S.R.L.|Instituto Nacional de Cine y Artes Audiovisuales (INCAA)|Televisión Española (TVE)|Tornasol Films|Canal+ España|Ministerio de Cultura|Instituto de Crédito Oficial (ICO)|Televisión Federal (Telefe),4.006485355648535,7.799999999999648,11.251631999999725,2009,283170
Film Science|Syncopated Films|Rough House Pictures,2.5,0.0,0.7030449999999999,2017,250636
Hersua Interfilms,2.6666666666666665,5.0,0.04329,1969,123100
Nicolas Entertainment,2.0484913793103448,5.099999999999955,5.799070000000026,1990,281986
Starbucks Entertainment,2.9324324324324325,6.599999999999996,1.4990280000000007,2007,281631
The Mirisch Corporation,3.3404255319148937,6.300000000000005,0.7278189999999999,1961,280585
Adelson Entertainment,3.25,6.0,0.702798,1999,173990
Det Danske Filminstitut|Nordisk Film|Sveriges Television (SVT),3.0,6.2,1.541025,1984,106859
Ingenious Film Partners|Quinta Communications|Dino De Laurentiis Company|Zephyr Films,2.7988929889298895,5.0,8.92054499999996,2007,281058
Royal American Pictures|S2D Associates,3.3636363636363638,7.200000000000002,2.3322679999999996,1982,209688
Shôchiku Eiga,3.369565217391304,5.960869565217391,0.3913372173913043,1964,271383
Universal Pictures|40 Acres & A Mule Filmworks,3.263948497854077,6.69999999999998,2.5330220000000474,1994,283195
Bigfoot Entertainment,3.2142857142857144,5.6,1.6139800000000004,2008,273842
Festival Film Productions,2.875,6.6,0.401331,1951,218722
Filmkameratene A/S|Norsk Film,3.5,7.8,0.27034,1998,123100
Mapa Filmes|Eduardo Coutinho Produções Cinematográficas,3.6666666666666665,7.0,0.004218,1985,259902
The Asylum,3.375,3.0,1.24917,2015,95795
Toei Video Company,3.3872549019607843,7.0,3.332192000000003,2000,282607
Algemene Vereniging Radio Omroep (AVRO)|Living Stone|Bijker Productions,3.5,7.1,0.906563,2015,89563
Bristol Bay Productions|Playtone,3.1129943502824857,6.0,7.957388999999988,2008,276579
Columbia Broadcasting System (CBS)|Playhouse 90,3.0,6.0,0.451961,1956,100060
Demi-Monde Productions,2.330357142857143,5.199999999999995,0.5909100000000007,1992,278718
Egoli Tossell Film AG|Canal+|Arte France|Films en Stock,3.8088235294117645,6.700000000000029,4.558075000000004,2010,281073
Hopscotch Films,3.25,7.5,0.51468,2016,181712
RKO Radio Pictures|Mercury Productions,4.088136853849014,8.0,15.811920999998163,1941,283224
"Showcase Entertainment, Inc.|Luminair Film Productions|Hawaii Film Partners",2.878787878787879,5.599999999999997,9.664896,2011,282374
Twentieth Century Fox Film Corporation|Robert Simonds Productions|Mediastream Dritte Film GmbH & Co. Beteiligungs KG,2.681016042780749,5.299999999999979,6.001152000000105,2003,282870
United Artists|Murray-Wood Productions,3.0,2.5,0.141952,1961,123100
Von Zerneck Sertner Films|Frank & Bob Films II,3.25,5.2,9.454614,1990,278022
Corrado Schoner Productions,1.875,1.0,0.168055,2012,169639
Film Art Association,3.911417322834646,7.300000000000064,2.787661000000008,1949,280260
Film Roman Productions,2.75,5.0,1.47122,2007,282374
Hallmark Entertainment|Turner Network Television (TNT)|Flying Freehold Productions,2.3,6.5,0.410787,2002,206360
New Line Cinema|Swinson-Starkey Productions,3.158333333333333,6.800000000000007,3.190592000000002,1992,282477
Téléfilm Canada|Max Films Productions|Société de Développement des Entreprises Culturelles (SODEC),3.68944099378882,6.299999999999981,1.343843999999997,2000,281073
Cannon Group|Golan-Globus,2.3006279434850865,4.900000000000056,8.473602000000026,1989,282870
Gaumont|Left Turn Films|Ugly Duckling Films|Gaumont International|Thriller,2.630434782608696,5.600000000000006,3.3659030000000025,2008,278420
Greenwich Film Productions|Medusa Distribuzione,3.6666666666666665,6.3999999999999995,2.0142990000000003,1968,262996
Mascaret Films,3.625,7.200000000000002,6.675400999999998,2008,255994
Ortus Films,3.360294117647059,6.600000000000008,1.8552739999999976,1941,281790
Pan Européenne Production,3.5,4.5,3.849773,2015,49609
Secret Weapon Films,3.142857142857143,6.3999999999999995,1.3436470000000003,2012,270073
Universal Pictures|Northern Lights Entertainment,2.6269395711500976,4.7256140350869185,6.639909084209833,1994,283201
20th Century Pictures,3.107142857142857,4.757142857142857,0.6325202857142856,1934,268292
Fandango,3.5,6.1,1.117175,2011,280810
Film1|Iris Group|Arctic Pictures Limited,3.55,5.8999999999999995,1.7377509999999998,2015,274909
Gabriel Pascal Productions|Independent Producers,3.142857142857143,6.599999999999999,1.0576690000000002,1945,280965
Handmade Films Ltd.|Alliance Media & Entertainment|Bela Negi Films,1.25,8.5,0.041625,2010,183151
Insight Film Studios|Tree Kings Productions|Nasser Entertainment Group|Station3,2.5833333333333335,5.200000000000001,2.471224,2009,282374
Mille et Une Productions|Propaganda Pictures|Need Productions,3.5,6.3999999999999995,1.394477,2009,200363
Peter Walker (Heritage) Ltd.,3.375,6.8999999999999995,0.6895819999999999,1974,270412
Small Moves,3.5,7.0,0.211851,2004,134330
Synthetic Fur Productions,2.9375,4.0,0.105417,2000,236981
Babylonian Productions|Turner Network Television (TNT),3.658056042031524,7.3000000000001135,3.6807720000000597,1998,282984
Bloodline Pictures,1.8125,4.5,0.562195,2013,271054
CJ Entertainment|Masulpiri Films,3.388888888888889,7.199999999999992,0.8481009999999999,2001,279803
Ego Film Arts|Ontario Arts Council|Canada Council for the Arts,3.2549019607843137,5.699999999999996,1.1314860000000009,1987,270642
Fine Line Features|New Line Cinema|Lou Yi Inc.|Academy Films|March Entertainment,2.991408934707904,5.900000000000059,6.771415000000066,2004,282306
LTN Productions Inc.,3.25,6.4,0.257066,2006,212343
Muse Entertainment,2.125,6.0,0.86016,2017,175146
Nordic Film|Sandrews|Nordisk Film- & TV-Fond|Film i Väst,3.0555555555555554,6.700000000000001,1.698838,1999,248607
Pandora Filmproduktion|Entre Chien et Loup|Opus Film|Bridgit Folman Film Gang|Paul Thiltges Distributions|Liverpool,3.3804780876494025,6.400000000000022,8.534038999999957,2013,282374
Paramount Pictures,3.6818617898366064,7.149743666618006,8.68893625609458,2003,283228
Peter Rommel Productions,3.515625,6.900000000000004,0.6378249999999998,2002,261219
Proton Cinema,2.125,3.6,0.152116,2005,221697
Ramalho Filmes,3.5,6.900000000000001,0.571197,2009,220952
Shanghai Film Group|Media Asia Films Ltd.|Golden Harvest Company Ltd.|DMG Entertainment|China Film Group Corporation (CFGC),3.1666666666666665,4.9,1.9420279999999999,2009,265504
United Artists Corporation|Hart-Sharp Entertainment|Potboiler Productions,3.5544354838709675,6.800000000000051,4.056577000000018,2002,282870
Wessex Film Productions,3.0,7.0,1.289579,1956,126527
Zespół Filmowy TOR,3.998567335243553,7.900000000000051,3.5005619999999693,1988,282984
Apipoulaï|Avalanche Productions|EuropaCorp,2.67,5.400000000000002,11.371221999999994,2010,280563
Das Films|Living Out Loud Films|Elephant Eye Films,2.9565217391304346,5.900000000000002,3.7258000000000004,2013,280154
EMI Films,2.3125,6.6000000000000005,1.4638039999999999,1978,261887
Nikkatsu,3.2962962962962963,7.444444444444445,1.5712147777777776,1968,263301
Tag Entertainment|Broomstick Entertainment|Majestic Film Partners,2.625,5.900000000000001,2.186678999999999,2002,281790
Twentieth Century Fox Film Corporation|Hyde Park Films,2.1416666666666666,3.8999999999999875,6.660187999999989,2009,282523
Weltecho|Solimane Productions,3.7216494845360826,6.90000000000005,2.3847600000000204,2005,282792
Bona International Film Group|Klein & Shamroy|Mega-Vision Pictures (MVP)|Gala Film Distribution,3.25,6.900000000000003,3.5500470000000006,2014,256144
Grindstone Entertainment Group|Emmett/Furla Films|4th Wall Entertainment,2.892405063291139,5.8999999999999915,6.389817999999994,2016,282403
Matila Röhr Productions (MRP)|Taska Film,3.1875,6.799999999999998,6.957729999999999,2015,280368
New City Releasing,2.3333333333333335,4.5,0.4087779999999999,1992,269098
RKO Radio Pictures,3.8587555788920977,7.159333158309185,5.388623899973731,1956,283228
Twentieth Century Fox Film Corporation|Chernin Entertainment|TSG Entertainment,3.208416833667335,5.900000000000054,12.23757099999991,2016,283016
United Artists|Hope Enterprises,3.3333333333333335,4.5,0.9766470000000002,1967,141955
Black Flint Productions,3.418181818181818,6.899999999999996,0.866250999999999,2016,281575
Charles Chaplin Productions|First National Pictures,3.92676944639103,8.0,8.168455999999932,1921,282748
Cinetel Films,2.3333333333333335,4.1000000000000005,4.140523000000001,1994,263860
E3W Productions,2.1666666666666665,4.9,1.593227,2015,236981
Maurice Tourneur Productions,3.4097222222222223,6.100000000000008,0.26456499999999994,1920,281631
Ninth Configuration,3.4306930693069306,7.100000000000013,3.4916360000000077,1980,280749
Paramount Pictures|John Ford Productions,3.96013986013986,7.399999999999746,6.641826999999865,1962,283116
Raymond Stross Productions,3.0,6.0,0.087975,1953,123100
United Artists|Jerome Hellman Productions|Jayne Productions Inc,3.6804597701149424,6.8999999999999275,3.1767329999999534,1978,282477
Zeugma Produções,2.9375,6.799999999999999,1.247536,2013,203009
B.A. Produktion,2.9375,5.799999999999999,0.705069,1989,282119
Columbia Pictures|Original Film,3.1356209150326797,6.0,6.417384999999981,2008,282919
Empire Pictures|Taryn Productions Inc.,1.5980392156862746,4.40000000000001,3.6063189999999903,1987,280098
Warner Bros.|The Vitaphone Corporation,3.0,5.3999999999999995,0.5705903333333334,1933,227150
Bachelor Party Productions|Aspect Ratio Film|Twin Continental,3.066460219151977,5.799999999999849,5.511755999999908,1984,283185
Lorimar Productions,4.0,0.0,0.616213,1971,204084
Red Giant Movies,3.6818181818181817,7.700000000000002,1.0362329999999997,2010,276783
Spelling Entertainment|IRS Media|Republic Pictures (II),3.4274193548387095,4.699999999999934,2.1389589999999536,1995,283079
Aashirvad Cinemas,3.9625,7.889999999999999,1.805754649999999,2015,271113
Black Forest Films|Canal+|CMW Films,2.1666666666666665,6.8,0.198165,2005,260192
Columbia Pictures|Affirm Films|LD Entertainment|Patrick Aiello Productions,3.3068181818181817,5.699999999999992,8.759801000000008,2016,276915
Filmadora Panamericana,2.125,3.2,0.801161,1962,123100
Greek Film Center|Faliro House Productions|Haos Film,3.207317073170732,6.0,1.6916179999999994,2015,280391
Projektions-AG Union (PAGU),3.2857142857142856,7.3999999999999995,0.35289200000000004,1919,269678
Quad Productions,3.65,7.1,0.8674389999999998,2005,240164
Status Media & Entertainment|Puppy Entertainment,2.4166666666666665,4.3,1.777234,2015,268574
United Artists|Edward Small Productions,2.0,6.0,0.329004,1954,151678
Beijing Film Studio,3.5593525179856114,7.099999999999965,5.21599199999999,1994,282350
Gorky Film Studio,3.0,5.8,0.240743,1987,282119
Metro-Goldwyn-Mayer (MGM)|Christmas Tree Films,3.988077546609025,7.399999999999228,7.3379069999989035,1983,283196
Traction Media|Animal Kingdom,3.9854756717501814,7.899999999999797,12.348350000000181,2013,283183
Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment,2.478359908883827,5.099999999999958,7.21737699999997,2006,280859
Twentieth Century Fox Film Corporation|Stanley Donen Films,3.6222826086956523,7.200000000000024,14.701129000000027,1967,281790
Acajou Films|Rebel Rebel|Birka Holding,3.5121951219512195,4.099999999999997,13.621580999999995,2011,280942
Balcázar Producciones Cinematográficas|Produzioni Cinematografiche Mediterranee (PCM),3.2,6.0,1.492526,1965,256144
Howard Hughes Productions,2.776536312849162,4.899999999999985,1.450988999999998,1943,283224
Isle of Man Film|DJ Films|British Film Institute (BFI)|Pinewood Studios|Metrol Technology,3.675531914893617,7.200000000000025,13.454169000000048,2013,282553
Pathé Entertainment|Initial Entertainment Group (IEG)|Metro-Goldwyn-Mayer (MGM),2.9152542372881354,6.199999999999993,4.198127999999998,1991,274332
Thunder Road Pictures|LionsGate|87Eleven,3.6879815100154083,6.70000000000019,49.24750500000173,2017,283000
Argos Films|Svensk Filmindustri (SF)|Svenska Filminstitutet (SFI)|Parc Film,3.8056300268096517,7.800000000000032,4.530600999999986,1966,282119
Artina Films|Procinvest Sas|Mirabelle Pictures Productions,2.852272727272727,5.800000000000004,9.673017000000003,2013,278121
Arts+Labor,3.5,6.6000000000000005,0.9575639999999999,2016,230183
Fox Television Studios|A&E Networks|Gerber Company,3.4404761904761907,6.0,2.9902529999999983,2006,263213
Gorky Film Studios,3.8333333333333335,4.5,0.107001,1981,181772
Kennedy Miller Productions,3.2830087633885103,6.139649464460001,12.954836565530652,1989,283222
Вертикаль,3.5,6.8,2.491206,2006,278022
Alcon Entertainment|Warner Bros.|Belle Pictures|3 Arts Entertainment,3.2718940936863543,5.599999999999949,20.485203000000137,2013,282670
Famous Artists Productions,3.1767241379310347,6.0,2.7057229999999985,1965,280148
Nat Holt Productions,5.0,4.1,1.53743,1953,258760
Perlsea Company,3.518292682926829,6.5,2.0921840000000023,1958,281790
Republic Pictures (II)|Green Communications,2.5,5.0,1.160832,1994,278022
Tatsunoko Productions Company,1.1666666666666667,1.0,0.136933,1986,226031
The Leonard Goldberg Company|American Broadcasting Company (ABC),3.5,6.5,0.156607,1984,263685
Triton Films,3.6666666666666665,6.0,0.31523799999999996,2004,278556
Warner Bros.|Iron Horse Entertainment (II),2.8775100401606424,6.200000000000027,8.769929999999974,2015,282670
XYZ Productions,3.5,3.7,5.78E-4,1971,172357
Xanthus Pictures,2.1666666666666665,3.7999999999999994,1.223968,2010,212343
Cannon Group|Metro-Goldwyn-Mayer (MGM),3.391304347826087,4.700000000000002,1.2766020000000002,2005,281790
Gaumont|CAPAC|Madeleine Films,3.6923076923076925,5.5,2.7797109999999994,1968,278069
Handle Productions,3.0,5.799999999999999,1.1605419999999997,2014,267050
Left Turn Films|Pure Mutt Productions,3.786697247706422,7.299999999999972,2.400780999999997,2014,282808
Live Entertainment|StudioCanal|PolyGram Filmed Entertainment,2.5813953488372094,5.800000000000004,1.517339999999999,1993,270947
Nu Image Films|Martien Holdings A.V.V.|Sharky Productions,1.3333333333333333,3.7000000000000006,0.661772,1999,150867
Trionfalcine,3.525,6.900000000000003,0.695748,1955,273989
Brut Productions|Joseph E. Levine Productions,3.408,6.0,1.1157599999999976,1973,278777
Columbia Pictures|Revolution Studios|Hard Eight Pictures|Wonder works studios entertainment group,2.9597470697100556,5.700000000000348,9.769047000000667,2001,283057
ESPN films|Laylow Films,4.077726218097448,8.5,3.545258999999989,2016,282172
Legendary Pictures|Warner Bros.|Blinding Edge Pictures,2.7900238948626046,5.300000000000062,8.704553999999924,2006,283001
New Line Cinema|Michael Phillips Productions,3.178383128295255,5.900000000000058,6.18305099999998,2007,283195
Nickel Odeon,2.25,8.0,0.472872,2005,278069
Schramm Film Koerner & Weber|Zweites Deutsches Fernsehen (ZDF)|ARTE,3.592391304347826,7.299999999999995,4.912681000000007,2012,282094
Channel Four Films|Zenith Entertainment|American Playhouse|Union Générale Cinématographique (UGC)|La Sept Cinéma|True Fiction Pictures,3.687280701754386,6.5,1.7590119999999871,1994,282450
Constantin Film Produktion|Achterbahn AG,3.0714285714285716,5.3999999999999995,1.4134390000000001,2003,275061
First National Pictures|Warner Bros.,3.282608695652174,6.452173913043477,0.4901736086956522,1942,276791
Fox Searchlight Pictures|American Zoetrope|Myriad Pictures|Qwerty Films|N1 European Film Produktions GmbH & Co. KG|Pretty Pictures,3.5594015185350605,6.600000000000245,6.379300000000115,2004,283000
Head Gear Films|Lipsync Productions|May 13 Films|CrossDay Productions Ltd.|Morocco Film Assistance,2.9444444444444446,6.5,1.538705,2014,263343
SpA Cinematografica,3.125,6.3,0.857972,1961,274433
CJ Entertainment|Sanai Pictures,3.0,5.799999999999999,3.0759809999999996,2016,262584
Constantin Film|Wiedemann & Berg Filmproduktion|ARD/Degeto Film GmbH|Bayerischer Rundfunk (BR),2.5,6.2,0.591097,2012,193799
Empire Pictures|Full Moon Entertainment,2.7389502762430937,5.5,6.173017000000051,1989,282433
Factory Films,2.15,7.0,1.1008359999999997,1968,248694
France 2 Cinéma|StudioCanal|Move Movie|Ce Qui Me Meut Motion Pictures|C.R.R.A.V. Nord Pas de Calais,2.5,5.700000000000001,2.740962,2011,265957
MEDIA Programme of the European Union|Canal+|CinéCinéma|Sofica Soficinéma 4|Centre National de la Cinématographie (CNC)|Ad Vitam Production|Région Haute-Normandie|Région Aquitaine,3.6666666666666665,6.5,0.854655,2009,166123
Metro-Goldwyn-Mayer (MGM)|Hawn / Sylbert Movie Company|Star Partners,3.296280991735537,6.699999999999872,5.549621000000063,1987,283045
NL Film|NTR|September Films,3.25,6.3,0.981837,2016,174699
Turner Pictures|Von Zerneck Sertner Films,3.25,0.0,0.290244,1996,174308
Universal Pictures International (UPI),4.0,4.0,1.018422,1954,27983
