title,average rating,average vote,average popularity,release year
Charlie Chan in City in Darkness,3.0,6.8,1.068644,1939
Condo Painting,2.3333333333333335,0.0,0.001191,2000
Earth vs. the Spider,1.6666666666666667,5.0,1.762141,2001
Flowers of Evil,2.8,4.5,0.887298,2016
"Grapes of Death, The (Raisins de la mort, Les)",3.0555555555555554,6.200000000000002,1.1257149999999998,1978
Hangman's Knot,2.8333333333333335,5.7,2.893266,1952
La vita facile,3.5,6.1,1.117175,2011
Miraculum,1.875,5.3,0.82134,2014
Parent Trap III,3.1666666666666665,3.7999999999999994,0.161979,1989
Queen of Spades,3.875,8.0,0.756327,2016
Slash,3.5,6.6000000000000005,0.9575639999999999,2016
The Dark Stranger,2.388888888888889,5.2,0.8071719999999998,2016
True Skin,3.7,6.6,0.42451800000000006,2012
Uuno Turhapuron muisti palailee pätkittäin,2.888888888888889,5.0,0.40703900000000004,1983
"Walk Among the Tombstones, A",3.135623869801085,6.199999999999946,14.914923999999887,2014
3-Headed Shark Attack,1.4,4.0,3.677281,2015
Carmen,3.575,5.5,1.0937470000000002,1983
Catch and Release,3.05625,5.800000000000025,5.953413000000029,2006
Chained,3.5,3.0,0.366378,1934
Flight of Fury,1.1666666666666667,4.5,5.448576000000002,2007
Jazz,3.8552631578947367,5.699999999999997,1.5077560000000003,2001
Kite,2.425,4.200000000000001,8.405694,2014
Operator,3.260869565217391,6.299999999999999,1.7369309999999991,2016
Ravenous,3.2455176402544823,6.799999999999869,5.48664500000008,1999
City of Fear,3.0,6.3,0.304594,1959
Come Back to Me,3.1142857142857143,5.599999999999997,3.821899000000001,2014
Cut Snake,3.2777777777777777,6.3999999999999995,1.659599,2015
Dog Soldiers,3.3345864661654137,6.699999999999873,10.073784000000128,2002
Geek Charming,3.480392156862745,6.0,5.0414400000000095,2011
Ghost Chase,2.5,5.6,0.00222,1987
"Informer, The",3.5892857142857144,6.5,2.0004959999999987,1935
Men in the City (Männerherzen),3.2045454545454546,5.700000000000002,2.9093179999999994,2009
Nightmare at Noon,1.75,6.3,8.44E-4,1988
Rhymes for Young Ghouls,3.0,7.3999999999999995,0.6661799999999999,2013
"Serious Man, A",3.594855305466238,6.600000000000253,7.971423999999689,2009
Shortcut to Happiness,2.625,5.099999999999999,3.201148000000001,2003
Sistemo l'America e torno,3.5,6.5,0.305299,1974
The Inheritance,4.0,5.2,1.305989,1976
Blues Harp,3.2777777777777777,6.700000000000001,0.21035800000000002,1998
Can I Do It 'Till I Need Glasses?,2.5,4.0,0.831305,1977
Carbine Williams,3.0714285714285716,6.6000000000000005,0.7461510000000001,1952
Carver,2.25,4.2,1.2383179999999998,2008
Expecting Amish,3.0833333333333335,5.8999999999999995,1.031839,2014
House Party 2,2.1094182825484764,4.7000000000000295,7.252003000000025,1991
Illegal Tender,2.375,7.599999999999998,1.689926,2007
"Mirror, The (Ayneh)",3.53125,6.799999999999998,0.5788720000000003,1997
Riley Rewind,2.3,7.1,0.549689,2013
The Cobbler,2.8840304182509504,5.5,8.144254999999982,2015
The Mermaid,2.9903846153846154,6.199999999999994,5.296052000000001,2016
"Whom the Gods Wish to Destroy (Nibelungen, Teil 1: Siegfried, Die)",2.5833333333333335,6.300000000000002,1.3112629999999996,1966
Anonymous Rex,3.3333333333333335,4.4,0.7873740000000001,2004
Bhuvan Shome,2.8333333333333335,5.0,0.294706,1969
Black and White,2.8616780045351473,4.599999999999963,1.1910350000000012,1999
Breaking the Surface,1.0,4.8,2.190206,2006
Cinema's Exiles: From Hitler to Hollywood,3.5,0.0,0.481921,2009
Cyborg,2.3006279434850865,4.900000000000056,8.473602000000026,1989
Flight 93,3.4404761904761907,6.0,2.9902529999999983,2006
"Great Buck Howard, The",3.1129943502824857,6.0,7.957388999999988,2008
H2S,1.5,5.5,0.08202,1969
I Am David,3.6975806451612905,6.900000000000027,2.380928,2003
In a Lonely Place,3.943308550185874,7.5,6.33182600000006,1950
Potiche,3.152892561983471,6.100000000000013,5.899324999999987,2010
Salmonberries,2.8947368421052633,5.699999999999997,0.25793,1991
Sister Act 2: Back in the Habit,2.6058046683046685,5.899999999999996,12.986841999999106,1993
Sleepers,3.6273751551608897,7.300000000001443,9.198283000001169,1996
Yatterman (Yattâman),2.775,5.900000000000002,1.2746719999999998,2009
Bandidas,2.8200455580865604,5.80000000000001,19.294831999999808,2006
Bhoot Unkle,0.5,0.0,0.005157,2006
Can We Take a Joke?,3.9,7.8,0.687778,2015
Cosmos Laundromat,3.6666666666666665,6.5,0.426255,2015
"Double, The",3.4672566371681417,6.5,7.597475000000005,2013
Dragonwyck,3.3684210526315788,6.400000000000002,1.0582840000000002,1946
"Golem, The (Golem, wie er in die Welt kam, Der)",3.2439024390243905,7.0,1.5241299999999998,1920
Hard-Boiled (Lat sau san taam),3.9506292352371735,7.400000000000232,10.184313000000667,1992
Mad Tiger,3.75,0.0,0.038045,2015
Methadonia,4.0,3.3,0.108379,2005
Once Upon a Time Twenty Years Later,3.8333333333333335,4.5,0.107001,1981
Singh is Bling,2.75,5.7,1.017176,2015
The Wizard of Lies,3.369565217391304,6.600000000000008,13.953532999999995,2017
Yes Man,3.378114186851211,6.400000000000696,9.75628899999918,2008
Black Ice,2.8333333333333335,6.599999999999999,0.23557799999999998,1994
"Cat's Meow, The",3.278012684989429,6.0,13.546983999999888,2002
Citadel,3.064516129032258,5.099999999999997,9.189237999999994,2012
Deliver Us from Evil,2.9507772020725387,5.899999999999994,8.536777000000024,2014
Food Stamped,1.5,5.0,0.142575,2010
"Hawk Is Dying, The",2.0,5.8,0.209747,2006
I Became a Criminal (They Made Me a Fugitive),3.111111111111111,5.799999999999999,0.555885,1947
Magicians,3.647727272727273,6.199999999999995,2.1999999999999987E-4,1982
One A.M.,3.0277777777777777,6.299999999999998,1.4725049999999993,1916
Patch Town,2.6666666666666665,5.900000000000001,0.581967,2014
Strongman,3.3333333333333335,8.0,0.083285,2009
Tell It to the Marines,3.4375,5.6000000000000005,0.48267600000000005,1926
The Horsemen,3.5,6.0,8.44E-4,1971
The Nostalgist,3.8333333333333335,7.599999999999997,0.4705849999999999,2014
The Red Kimona,3.0,0.0,0.03144,1925
Top Hat,4.039616891597736,7.399999999999805,7.1220929999999525,1935
Chef,3.6366417403127125,7.200000000000066,8.720309000000158,2014
Dead Man's Bluff,3.3680555555555554,6.6000000000000085,1.7614599999999998,2005
Girl Most Likely,3.0180722891566263,5.699999999999993,4.807450000000003,2012
Kino-pravda no. 21 - Lenin Kino-Pravda. A Film Poem about Lenin,3.5,6.0,0.11545,1925
Law and Order,3.6666666666666665,6.7,0.174131,1969
Reptilicus,1.875,3.7999999999999985,1.262936,1961
Slums: Cities of Tomorrow,0.5,0.0,0.058183,2014
The Gracefield Incident,1.53125,4.700000000000001,4.184306,2015
Unstable Fables: Tortoise vs. Hare,1.6666666666666667,6.099999999999999,1.5727269999999998,2008
Act Da Fool,3.25,6.3,0.306907,2010
"Black Swan, The",3.5543478260869565,6.1,2.4387839999999987,1942
Dangerous,3.1,6.799999999999998,2.365103,1935
Dolan's Cadillac,2.6,5.599999999999999,3.481648,2009
"Dust of Time, The",3.4615384615384617,6.5,0.747628,2008
I'm Reed Fish,3.1627906976744184,5.800000000000008,3.3058439999999996,2006
Johnny Handsome,2.725806451612903,6.100000000000016,9.059458999999997,1989
La petite reine,2.5,5.5,1.036076,2014
Last Call,3.5,3.7,0.871584,2012
Le Président,4.0,6.0,0.563185,1961
"Princess for Christmas, A",3.1515151515151514,6.400000000000003,6.734370000000005,2011
Stone Reader,3.7533333333333334,7.29999999999998,0.41557999999999895,2002
The Secret Life of Plants,3.8333333333333335,8.0,0.028347,1979
Uncle P,4.0,7.7,0.109432,2007
You've Been Trumped,3.25,6.700000000000001,0.9915710000000002,2011
"Bingo Long Traveling All-Stars & Motor Kings, The",3.125,6.3999999999999995,0.588318,1976
Bridget Jones's Baby,3.108,6.299999999999996,10.754139000000036,2016
Dragonheart 3: The Sorcerer's Curse,2.1911764705882355,4.5,11.633592000000005,2015
Eyes of Laura Mars,3.166144200626959,5.699999999999939,3.705713999999986,1978
"Good Woman, A",3.325806451612903,6.0,8.75915099999998,2004
Konopielka,3.0,8.0,0.368542,1982
LEGO DC Comics Super Heroes: Batman: Be-Leaguered,2.9166666666666665,6.1000000000000005,1.7747309999999998,2014
"Lawnmower Man, The",2.7357069933639613,5.400000000000793,6.685947999999004,1992
"Outsiders, The",3.6010704505850137,6.900000000000444,6.435925999999438,1983
The Fjällbacka Murders: Friends for Life,2.5,5.6,0.775202,2013
The Son,2.0,0.0,0.002001,1973
The Three Stooges,3.5,4.8,0.309153,2000
Torture Garden,3.033333333333333,5.700000000000002,0.6682810000000002,1967
Walking Too Fast,3.5,6.0,0.182427,2010
Zero Tolerance (Noll tolerans),3.0555555555555554,6.700000000000001,1.698838,1999
Flying Padre,2.625,4.7,1.8142770000000001,1951
Gridiron Gang,3.311111111111111,6.599999999999956,5.025474999999975,2006
Katt Williams: Kattpacalypse,4.0,6.299999999999999,0.7211290000000001,2012
Last Tango in Paris (Ultimo tango a Parigi),3.4838095238095237,7.100000000000129,12.745639999999732,1972
"Letter, The",3.7252475247524752,7.400000000000018,2.6012779999999904,1940
Loophole,3.125,6.3,0.400267,1954
The Cuckoos,2.0,9.0,0.263423,1930
The Magic Box,2.875,6.6,0.401331,1951
To Begin Again (a.k.a. Starting Over) (Volver a Empezar),3.2777777777777777,6.299999999999998,0.2869289999999999,1982
Too Young to Die?,3.25,5.2,9.454614,1990
Brothers: The Return,3.0,5.0,0.087759,2006
"Darwin Awards, The",3.005813953488372,5.200000000000015,4.520783000000014,2006
Dead Heat on a Merry-Go-Round,2.8333333333333335,6.0,1.3002780000000003,1966
Dracula II: Ascension,2.1666666666666665,5.1000000000000005,1.903107,2003
Hide and Seek,2.9637305699481864,6.100000000000151,6.102058999999885,2005
Just Married,2.681016042780749,5.299999999999979,6.001152000000105,2003
Mad Max Beyond Thunderdome,3.1202990820254666,5.900000000000752,12.6896479999996,1985
"Octagon, The",2.3431952662721893,4.399999999999987,8.790610000000012,1980
Phantom of the Theatre,2.375,6.4,0.510423,2016
Schoolgirl Report Part 3: What Parents Find Unthinkable,3.1666666666666665,4.4,2.110381,1972
Tron: Legacy,3.288147007889167,6.2999999999994865,21.259000000001425,2010
Burnt Money (Plata Quemada),3.4397590361445785,6.39999999999999,2.1699710000000016,2000
C.H.U.D. II - Bud the Chud,1.9135802469135803,3.5,4.980210999999998,1989
Desperate Journey,3.4285714285714284,7.0,1.2047869999999998,1942
May God Save Us,3.423076923076923,6.900000000000004,8.370964000000006,2016
Meet Me in Venice,3.0,7.5,0.410722,2015
Most Likely to Succeed,4.0,8.5,0.18307,2015
She,2.9411764705882355,4.700000000000001,0.845834,1935
Teacher's Pet,3.518292682926829,6.5,2.0921840000000023,1958
Three Smart Girls,3.3636363636363638,7.0,0.3609710000000001,1936
Don Jon,3.1324957167332954,5.899999999999807,10.948604999999949,2013
Hurricane,3.0,6.0,0.595553,1974
Mary and Max,3.9366901147723063,7.7999999999996055,8.888393000000137,2009
More Wild Wild West,2.5,6.0,0.109194,1980
My Life as a Dead Girl,4.5,6.0,0.767827,2015
My Sister Eileen,3.5,6.5,1.9893469999999998,1942
Nahid,2.75,7.3,1.446837,2016
Pao's Story,3.5,8.5,0.366271,2006
Route 181: Fragments of a Journey in Palestine-Israel,3.5,8.0,0.040498,2004
The Cockroach That Ate Cincinnati,4.5,0.0,0.001177,1996
The Sorcerer's Apprentice,3.8333333333333335,7.400000000000001,1.18221,1978
"Turning Point, The",3.4193548387096775,6.0,1.1185380000000007,1977
Walker,3.3653846153846154,6.400000000000002,1.7993110000000008,1987
Wet Hot American Summer,3.3853476821192054,6.399999999999863,6.3860819999999885,2001
Zelary,3.8363095238095237,7.299999999999978,2.0595989999999955,2003
Arctic Tale,2.9324324324324325,6.599999999999996,1.4990280000000007,2007
City Cops,3.0,7.5,0.085889,1989
Death of a Doctor,4.75,0.0,8.08E-4,1991
"English, August",4.5,9.0,0.141795,1994
Seize the Day,3.5089285714285716,5.800000000000005,1.9168690000000015,1986
"Sound of Insects, The",3.6,7.7,0.155071,2009
That's Cunning! Shijo Saidai no Sakusen?,2.0,5.5,0.142684,1996
Trash,3.4577464788732395,7.100000000000009,7.34630399999999,2014
Vacations in Majorca,2.5,5.3,0.196462,1960
A View from the Bridge,2.8333333333333335,0.0,0.633855,1962
Bad Milo (Bad Milo!),2.63265306122449,5.800000000000004,14.013118999999996,2013
"Brøken, The (a.k.a. Broken, The)",2.630434782608696,5.600000000000006,3.3659030000000025,2008
Cat-Women of the Moon (a.k.a. Rocket to the Moon),2.4814814814814814,3.299999999999998,1.337813,1953
Catfish,3.463815789473684,6.5,5.174738000000041,2010
Eight on the Lam,3.3333333333333335,4.5,0.9766470000000002,1967
Hell on Earth: The Fall of Syria and the Rise of ISIS,3.125,8.3,0.631435,2017
Let's Do It Again,3.152173913043478,7.699999999999994,1.4118309999999996,1975
Ouija,2.364,4.900000000000002,13.28856399999996,2014
State Fair,3.0555555555555554,5.166666666666667,0.24532766666666664,1962
The Journey,3.1875,7.3999999999999995,0.8592769999999998,2017
Turbo: A Power Rangers Movie,1.4207792207792207,4.59999999999994,5.436744999999976,1997
"Birders: The Central Park Effect (Central Park Effect, The)",3.5625,8.0,0.166566,2012
"Black Power Mixtape 1967-1975, The",3.6296296296296298,7.699999999999997,0.38528799999999985,2011
Boarding School (Leidenschaftliche Blümchen) (Preppy School Girls),1.25,4.5,0.97855,1978
"Christmas Carol: The Musical, A (Christmas Carol, A)",3.4545454545454546,6.200000000000002,1.37294,2004
End of Suburbia: Oil Depletion and the Collapse of the American Dream,3.5865384615384617,7.300000000000007,0.3198830000000004,2004
Germany: A Summer's Fairytale,0.5,7.2,1.158527,2006
Joanna,3.0833333333333335,6.333333333333333,0.18948066666666666,2013
"Joyriders, The",2.9027777777777777,6.0,0.5059640000000001,1999
Knock Knock,2.5450643776824036,4.899999999999995,11.898792999999978,2015
Little Forest: Winter/Spring,4.142857142857143,8.400000000000002,2.2106959999999996,2015
On the Hook!,2.75,4.7,0.445269,2011
"Shoot First, Die Later",2.5625,5.8999999999999995,1.061447,1974
The Big Land,4.5,6.0,0.164676,1957
The Towrope,3.1666666666666665,6.3,0.205314,2012
Batman & Robin,2.198807157057654,4.199999999999398,17.038823999997486,1997
Bugsy Malone,3.2417910447761193,6.5,5.348193000000024,1976
Bullet Scars,2.5,0.0,0.148613,1942
Fort Apache,3.611111111111111,6.799999999999972,5.49997900000001,1948
In Custody,1.5,0.0,0.002152,1994
"Lawless, The",2.4,4.9,0.9797749999999998,1950
Private Romeo,3.4411764705882355,4.9,1.6904879999999993,2011
Romeo and Juliet,3.609268581581285,7.299999999999557,6.990989999999623,1968
The Man Who Wouldn't Die,4.5,0.0,0.414859,1994
World Record,3.287878787878788,7.099999999999996,2.7747379999999997,2003
"Butcher, Baker, Nightmare Maker",3.3636363636363638,7.200000000000002,2.3322679999999996,1982
Eddie Izzard: Unrepeatable,3.65625,7.299999999999998,0.438574,1994
Forbidden Area,3.0,6.0,0.451961,1956
Grizzly Falls,2.75,4.0,0.658374,1999
Happy Accidents,3.6319073083778965,7.099999999999937,9.91609400000009,2000
Hattrick,3.0,5.0,0.041647,2007
Icon,3.0,4.0,0.513753,2005
"Monkey's Mask, The",2.7058823529411766,4.799999999999999,0.41727299999999984,2000
Pony Express,5.0,4.1,1.53743,1953
"Revisionaries, The",3.2333333333333334,6.400000000000001,0.29681499999999994,2012
"Silent Partner, The",3.614864864864865,6.8999999999999915,2.745837999999999,1978
Stan,3.0,4.0,0.398725,2006
"Straits of Love and Hate, The (Aien kyo)",3.5,0.0,0.002736,1937
Sylvia and the Ghost,3.5,0.0,0.004617,1946
The Asylum,2.1538461538461537,3.7000000000000006,1.0022520000000001,2016
The Fire Next Time,4.5,5.3,0.365056,1993
The Lost Tribe,2.357142857142857,5.6000000000000005,1.3916389999999998,2009
Animal Kingdom,3.6927710843373496,6.699999999999906,9.649311999999812,2010
Badman's Territory,3.25,6.0,0.623176,1946
Crippled Masters (Tian can di que),2.888888888888889,4.8,0.512085,1979
"Dangerous Place, A",1.875,1.0,0.168055,2012
"Devil's Playground, The",3.5,8.0,0.8128809999999999,1976
Edward and Caroline,3.5,5.0,0.406157,1951
Internet Story,3.75,8.2,0.112133,2010
"Mortician, The",3.0,5.9,2.704503,2011
Rage in Heaven,2.8333333333333335,5.599999999999999,1.267769,1941
Skirt Day (La journée de la jupe),3.625,7.200000000000002,6.675400999999998,2008
"Trojan Women, The",3.3,6.099999999999998,0.44450800000000007,1971
Born Killers,2.25,5.0,0.474015,2005
Distant Drums,3.1363636363636362,5.6000000000000005,6.578688,1951
"Far Country, The",3.4375,6.5,2.335286999999996,1954
"Pretty One, The",3.2288135593220337,6.100000000000004,9.197511000000006,2013
Reservation Road,3.263948497854077,6.59999999999998,4.368639000000009,2007
"Searchers, The",3.95125786163522,7.70000000000037,7.803856000000039,1956
The Day Mars Invaded Earth,3.25,5.4,0.469209,1963
The Lost,3.3333333333333335,6.099999999999999,2.017489,2006
13 Assassins (Jûsan-nin no shikaku),3.689039408866995,7.10000000000006,9.534231999999976,2010
Black Field,2.0,5.700000000000001,1.0901560000000001,2009
Far from Men,3.703125,6.599999999999996,3.790687000000002,2014
"Hunting Party, The",3.406779661016949,6.599999999999979,5.178627999999984,2007
Ninette,2.25,8.0,0.472872,2005
"River, The",3.6633663366336635,6.5,1.7583170000000028,1951
Road Wars,3.375,3.0,1.24917,2015
Santo vs. the Vampire Women,2.125,3.2,0.801161,1962
Solomon Kane,3.020499108734403,5.599999999999944,9.667534999999928,2009
The Legend of Jimmy the Greek,4.0,6.099999999999999,0.589301,2009
Warlords of Atlantis,2.3125,6.6000000000000005,1.4638039999999999,1978
Are You Listening?,3.0,0.0,0.073727,1932
Armored Car Robbery,3.2777777777777777,6.5,2.3934339999999996,1950
Clockstoppers,2.6746216530849827,4.899999999999845,5.146899000000107,2002
Crows Zero (Kurôzu zero),3.4743589743589745,7.0,6.110693000000012,2007
Empire State,2.8444444444444446,4.900000000000004,9.003791999999994,2013
Grown Ups,2.7498505678422,6.0,23.981249999999886,2010
Hearts and Minds,3.829842931937173,0.0,0.0012020000000000028,1996
Hunted,2.8333333333333335,5.5,0.420001,1952
Messiah of Evil,2.8125,6.699999999999999,2.2688959999999985,1973
Mio in the Land of Faraway (Mio min Mio),3.1666666666666665,6.299999999999998,5.553736999999999,1987
Mr. Wrong,2.4271708683473388,3.3000000000001197,3.32926399999997,1996
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)",3.9937258687258685,8.199999999999902,8.9039529999999,1928
Phantasm,3.1858275520317147,6.5,6.609335999999949,1979
Police Story (Ging chaat goo si),3.723790322580645,7.300000000000061,6.489293999999975,1985
Skin Deep,2.568681318681319,5.799999999999981,7.519228999999997,1989
Snowbeast,1.7,3.7,0.40812100000000007,1977
Someone's Watching Me!,3.15,6.0,2.6972990000000006,1978
The Heart of the World,3.673076923076923,7.599999999999996,1.071638,2000
"Unfinished Life, An",3.5822306238185253,6.699999999999942,7.761954000000037,2005
A Pistol For Ringo,3.2,6.0,1.492526,1965
Chubasco,2.5,0.0,0.639133,1968
"Companeros (Vamos a matar, compañeros)",3.3518518518518516,6.699999999999998,2.4469830000000012,1970
Cool As Hell,1.0,3.0,0.129193,2013
Grill Point (Halbe Treppe),3.515625,6.900000000000004,0.6378249999999998,2002
Happy Burnout,2.5,5.3,1.340083,2017
In the Family,3.5,7.3999999999999995,0.527607,2011
"Monkeyshines, No. 1",2.0,4.3,1.163672,1890
Nobody's Perfect,3.0,6.5,0.105521,2008
Running Wild,3.1363636363636362,6.200000000000002,1.898149,2006
The Clan,3.4634146341463414,6.400000000000002,7.78904,2015
The Huntresses,3.5,5.3,1.109891,2014
The Man Who Wasn't There,3.5,3.1,0.621045,1983
Vincent & Theo,3.364864864864865,6.300000000000003,0.9190639999999995,1990
"Black Stallion, The",3.609342915811088,7.0,10.24613200000017,1979
Carolina,3.128205128205128,5.5,2.5373879999999955,2005
Corruption,2.642857142857143,5.5,0.9315550000000001,1968
Dragonlance: Dragons of Autumn Twilight,2.3157894736842106,5.200000000000001,2.0836469999999996,2008
Fires Were Started,3.111111111111111,5.799999999999999,0.141664,1943
Fort Bliss,3.25,6.299999999999998,2.2442640000000003,2014
Gold Diggers: The Secret of Bear Mountain,2.947103274559194,5.799999999999992,5.508100999999949,1995
Inserts,2.25,6.0,1.532399,1974
"Lady Takes a Chance, A",3.25,7.5,0.569912,1943
Paradise Alley,2.5689655172413794,5.5,5.634674999999998,1978
Play It As It Lays,3.25,7.3,4.31E-4,1972
Saints and Soldiers: The Void,3.111111111111111,5.2,3.3515270000000004,2014
Speaking of Bunuel,4.0,6.5,1.042852,2000
The Ghost,3.3333333333333335,5.8999999999999995,1.716775,2008
When Eight Bells Toll,2.8,5.6,1.317333,1971
"Wild Bees, The (Divoké vcely)",2.8333333333333335,6.400000000000001,0.727954,2001
A Brief Season,0.5,0.0,0.005298,1969
Amazonia,3.6666666666666665,6.3,4.991293,2013
Broken City,2.968503937007874,5.700000000000027,12.136157999999945,2013
Flesh & Blood,3.267272727272727,6.2999999999999705,13.006729000000055,1985
Grace Stirs Up Success,2.1,6.0,0.752735,2015
Halam Geldi,3.75,8.5,0.361116,2014
Lady Blue Shanghai,3.0625,6.700000000000001,0.824515,2010
"Little Rascals, The",3.044366421959783,6.299999999999628,6.707109000000101,1994
Maniac,2.9547872340425534,5.8999999999999915,8.804658000000014,2012
Plain Clothes,3.5,7.599999999999999,0.8727680000000001,1988
"Prophet, the Gold and the Transylvanians, The (Profetul, aurul si Ardelenii)",3.75,0.0,0.259357,1979
Refugiado,2.75,6.0,0.146336,2014
Scrat's Continental Crack-Up: Part 2,3.5625,6.700000000000001,2.7184780000000006,2011
The Feminine Touch,3.0,5.0,0.703718,1941
The Great Raid,3.4583333333333335,6.800000000000014,14.987901999999915,2005
Trapped in Space,2.0,3.5,0.836658,1994
Umbkotid,1.0,0.0,0.04752,2012
"Working Class Goes to Heaven, The (a.k.a. Lulu the Tool) (La classe operaia va in paradiso)",3.411764705882353,7.0,2.397549,1971
Wrong Turn 5: Bloodlines,3.125,4.7,10.556938,2012
"Young and the Dead, The",3.25,0.0,0.001177,2000
Bachelor Party Vegas,2.4615384615384617,5.0,6.262514,2006
Carry on Behind,3.375,5.6,3.463556,1975
"New Leaf, A",3.523529411764706,7.10000000000001,2.03483,1971
One Nite In Mongkok (Wong gok hak yau),3.142857142857143,6.8999999999999995,1.294122,2004
"Pebble and the Penguin, The",2.9375,5.199999999999993,2.304986000000004,1995
Silent Retreat,2.9,3.8,0.61582,2016
Sniper: Weapons of Retaliation,3.5,7.0,1.504633,2009
The Clearstream Affair,3.25,5.9,1.957983,2015
The Three Fantastic Supermen,2.5,7.0,0.294994,1967
Alice in the Cities (Alice in den Stadten),3.849557522123894,7.200000000000011,2.988527999999995,1974
Amy Schumer: The Leather Special,1.805084745762712,4.300000000000004,6.891989000000006,2017
"Hammer, The",3.493333333333333,6.5,1.4634599999999982,2007
House of Angels (Änglagård),3.019607843137255,5.300000000000004,1.4374899999999986,1992
Le Grand Jeu,3.5,8.0,0.426592,1934
Penance,3.5,7.3,0.533016,2012
Sexy Baby,2.642857142857143,5.6,0.270623,2012
Sunrise,3.1,7.3,0.278628,2014
The Perfect World of Kai,3.5555555555555554,7.299999999999999,2.880395,2007
There's Always Tomorrow,3.4047619047619047,7.400000000000003,0.5736919999999999,1956
Abbott and Costello Go to Mars,2.988372093023256,5.599999999999996,4.196009000000003,1953
Cold Prey (Fritt Vilt),3.0617283950617282,6.300000000000008,5.319438999999993,2006
Lower City (Cidade Baixa),3.3225806451612905,6.099999999999997,1.930219999999999,2005
Resurrecting the Street Walker,2.5,4.0,0.110642,2009
"Sunday in the Country, A (Un dimanche à la campagne)",3.808139534883721,7.799999999999995,0.0030129999999999944,1984
"$100,000 for Ringo",2.5,5.0,0.456946,1965
"Annual Baby Parade, 1904, Asbury Park, N.J.",4.0,0.0,0.001177,1904
Are We Done Yet?,2.227272727272727,5.100000000000006,6.370205000000004,2007
"Bon Cop, Bad Cop",3.4124293785310735,6.5,5.397604,2006
Cantinflas,3.25,5.5,1.7069919999999998,2014
Change of Habit,2.537037037037037,6.199999999999994,0.6856399999999996,1969
Chronically Metropolitan,2.9444444444444446,5.799999999999999,1.888856,2016
Emmanuelle in Soho,5.0,0.0,0.11622,1981
Flyboys,3.3191964285714284,6.3000000000000265,5.460942000000005,2006
Kevin Smith: Too Fat For 40,2.78,6.099999999999998,0.928368,2010
"Obama Deception: The Mask Comes Off, The",2.25,6.8,0.774954,2009
Outlaw: Gangster VIP,4.5,6.0,0.148347,1968
Surrogates,3.261401189689359,5.899999999999885,16.21193700000003,2009
The Third Prince,4.25,5.3,1.0E-6,1982
Tribute,2.8333333333333335,5.3,1.206291,2009
Visit to a Small Planet,2.0,5.1000000000000005,0.342638,1960
We're All Christs,3.8,6.4,0.351422,2006
American Justice,3.5,4.5,1.168247,2015
Bairavaa,2.0,6.5,1.459459,2017
Chori Chori Chupke Chupke,2.0555555555555554,5.5,0.6280609999999999,2001
"Cincinnati Kid, The",3.611111111111111,7.0,3.6705990000000113,1965
Closed Curtain,2.75,7.3999999999999995,0.5331200000000001,2013
"Countess from Hong Kong, A",2.4318181818181817,5.900000000000003,4.928588999999996,1967
D2: The Mighty Ducks,2.6943686006825938,5.799999999999686,11.11713099999975,1994
Flaming Frontier,3.3333333333333335,5.5,1.720155,1965
Khiladi 786,1.5,4.5,0.704637,2012
Rapa Nui,3.0632183908045976,6.199999999999995,7.1803459999999895,1994
Requiem,3.716666666666667,7.0,2.457137999999991,2006
Special,3.484042553191489,6.600000000000012,2.003309000000001,2006
The Northlander,0.6666666666666666,5.3,1.062709,2016
Traffic (Trafic),3.5720720720720722,7.399999999999985,3.037781999999994,1971
"Woman Who Wasn't There, The",3.6538461538461537,6.700000000000002,0.76495,2012
Bluebeard (Landru),2.5,6.5,1.122109,1963
"Child in the Crowd, A (Un enfant dans la foule)",3.0,7.3,0.20256,1976
"New One-Armed Swordsman, The (Xin du bi dao)",3.142857142857143,6.299999999999999,0.7685509999999999,1971
Notorious C.H.O.,3.395348837209302,4.0,0.10403700000000046,2002
"Sky's the Limit, The",2.7,6.2,0.176901,1943
Take the Trash,2.1666666666666665,6.900000000000001,2.132882,2008
Tetra Vaal,3.6666666666666665,6.0,0.31523799999999996,2004
You Can Count on Me,4.033820260400127,6.7999999999996,6.505313000000099,2000
Cops and Robbers,3.5,7.0,1.021232,1951
Danny and the Wild Bunch,3.0,6.0,0.092765,2014
Dragon Nest: Warriors' Dawn,3.8181818181818183,6.799999999999998,3.0281629999999997,2014
Kickboxer 5,2.625,3.8,1.82717,1995
Moonlight Express,0.5,4.5,0.177791,1999
Muddy River,3.625,6.2,3.08E-4,1981
Stage Door Canteen,2.625,6.299999999999999,0.7890040000000001,1943
The Dark Side of the Moon,3.55,5.8999999999999995,1.7377509999999998,2015
The Sporting Club,4.0,0.0,0.616213,1971
13 Tzameti,3.7216494845360826,6.90000000000005,2.3847600000000204,2005
Arrival II,2.05,3.1000000000000005,2.305426,1998
"Bad News Bears in Breaking Training, The",2.508298755186722,6.0,1.9122839999999999,1977
"Bell Boy, The",3.3157894736842106,6.0,0.21474200000000007,1918
Brave Miss World,3.5,0.0,0.023867,2013
Carlos,3.8088235294117645,6.700000000000029,4.558075000000004,2010
Claire of the Moon,2.330357142857143,5.199999999999995,0.5909100000000007,1992
Killer Joe,3.397887323943662,6.400000000000061,6.452068999999962,2011
Milk?,3.75,0.0,0.084948,2012
